,0,1
0,infilePE/bounce.exe,1024
1,infilePE/re001_ef47f38b385c301dfc4157dd029528f1.exe,1864
2,infilePE/7z1900-x64.exe,26452
3,infilePE/7z1900.exe,26084
4,infilePE/penrose.exe,1024
5,infilePE/bitmap.exe,1024
6,infilePE/peaextractor-1.3.WINDOWS.exe,63932
7,infilePE/Stirling.exe,430400
