,0,1
0,infilePE/bounce.exe,1024
1,infilePE/7z1900-x64.exe,26452
2,infilePE/penrose.exe,1024
3,infilePE/bitmap.exe,1024
4,infilePE/12-donn_beach.exe,4989
5,infilePE/Stirling.exe,430400
